Customer_ID,Subscription_ID,Date_Purchased,Subscription_Type,Subscription_Period,Region,Price,Payment_Type
46b11703-f8f8-4cd9-84de-eaf5e5a87a2e,f11dfb1d-ff4a-4e7b-984b-6292cd970c0f,2022-02-03,No Ads,Annual,West,79.99,PayPal
cdae2a98-6e69-48f1-abc4-771f31654714,e7f7579e-de41-41fa-871c-e4bd637d4f85,2023-05-11,No Ads,Monthly,West,7.99,Credit Card
8c2d86e4-5ae8-4416-bad9-3ae29eaa54f5,745a13cd-58ed-4bae-8529-3d27143d3971,2022-06-08,No Ads,Annual,Northeast,79.99,PayPal
267c864a-3849-4d2e-bcf4-dbc5e8146e90,db5fecad-f4f3-4878-99bb-1abc51150081,2022-10-18,No Ads,Annual,South,149.99,PayPal
e2fa280b-8a0a-4184-a3f2-df387859aef6,3ee00ce0-3845-4048-96ea-bc85bd75ed4a,2023-07-16,Basic,Annual,Northeast,79.99,PayPal
ac06e077-b1a3-4f09-b61f-c740e0588226,ce28f41c-70ad-4a33-8c1d-339b3c64806b,2022-01-24,Basic,Monthly,South,7.99,Bank Transfer
c05236ee-5353-4c9f-a0b4-24bbbb4e2eee,49571d3c-16d9-46fe-beec-d45a526965ac,2023-08-26,No Ads,Annual,Northeast,79.99,Bank Transfer
10b95d9a-a6e0-431f-b617-d24477ba4c90,466d2afa-2ddb-4734-9a9a-572451cac91d,2022-03-05,No Ads,Monthly,South,7.99,Credit Card
46e3b0e4-7413-4005-bc11-addec48793ec,38199dac-0fcf-4425-aa1c-e144c93776ff,2023-11-13,Live TV,Monthly,Midwest,76.99,Credit Card
05c6d061-7468-4e31-864e-bc4fda5cf335,8dee15c4-905c-4569-b863-71d6169e089f,2022-12-30,No Ads,Annual,South,149.99,Bank Transfer
3bcd5b7f-746b-4e88-bd18-61de707c6b59,3b6b3b04-37ec-46ef-b72d-d3366ad61f00,2022-07-14,Basic,Monthly,Northeast,7.99,Bank Transfer
e6dc7431-6554-47e0-a419-e614cf734b2b,932b93f1-625a-4788-bfe7-7b3a7e785dbc,2022-11-04,Basic,Annual,Northeast,79.99,Credit Card
64f2ebfe-8d6f-4f50-913d-447b71e6303d,7d6de77d-3cc9-4510-a63f-822695a074de,2023-02-01,Basic,Annual,South,79.99,PayPal
cc592e3c-ee11-4069-b724-f6edb788ca7e,f9724a84-b9b5-4289-b832-30f8d8f3d173,2023-01-26,Live TV,Monthly,Northeast,76.99,PayPal
03a1165c-7a1a-4174-bde5-a9beae2545fe,1f7e1e49-d6bb-43f9-8984-2faea4321b4a,2022-09-01,Live TV,Monthly,Northeast,76.99,Credit Card
4cc3da91-d8d6-40ea-aeca-047f62eb57f1,2967fec2-45db-4b96-bcd8-8535c44c8faf,2022-08-07,Live TV,Annual,Northeast,149.99,Bank Transfer
d83cd3db-1798-4107-a75a-180cd48a6bf1,ac712364-2ee0-4a04-8cbf-8eab1d9e2152,2023-07-03,No Ads,Monthly,Northeast,76.99,PayPal
141253bf-1158-41fa-b39e-92765b146ceb,de84ac17-d4f0-4bf0-8adc-dbb7e9a09077,2022-03-22,No Ads,Monthly,South,76.99,Credit Card
a7662f8f-4754-4b5b-a17d-c315f5e6f041,ec950a90-4004-4296-b15f-317118b697e1,2022-09-03,No Ads,Annual,South,149.99,Credit Card
fbdbfb59-09db-42ec-9517-bac03e92549c,e6e059f2-c706-4c1e-b9f8-338a9800f5f8,2022-08-27,Live TV,Monthly,Midwest,76.99,Credit Card
b4f47c6d-a78c-4120-b5a6-95126ee9625e,5da3bfbe-1368-4420-8937-d3df874c4a74,2022-08-30,Live TV,Monthly,South,76.99,Bank Transfer
51ce7da7-ffa7-4e3e-906e-f7766237910a,0c8a6737-8e8e-4387-a6bd-88d2dea28c7d,2023-06-20,Basic,Annual,Midwest,79.99,Credit Card
1c00dca5-2cfc-4c6f-b1b8-378826dabe17,a31c868b-5efc-487b-8403-c31d9f3977db,2022-09-10,No Ads,Annual,South,149.99,Credit Card
3b12f9f3-9fb6-4bdd-b521-5fd994d4952e,271139b4-6c26-4143-bb20-89ff77e47fdb,2023-07-18,No Ads,Monthly,South,14.99,PayPal
25d8fa5a-4029-4425-8e08-93f6ba387fd0,99935f00-a56e-4665-af08-d082c83f66c8,2022-09-05,No Ads,Annual,South,149.99,Bank Transfer
2aeb2caa-4d7d-4832-9160-a2f79df56bae,822e0013-e97b-445e-89ea-c7cd21b533dc,2023-06-21,No Ads,Monthly,Northeast,76.99,Credit Card
6aec6f1a-e250-4b58-ab1f-7972fdd08e18,f161fa78-8c4a-48d6-a38f-10a9e7350f3b,2023-04-21,Live TV,Monthly,Northeast,76.99,Credit Card
528874f8-d4ef-4006-aa04-0f19bbdba5ef,fc427c65-f1c0-4a75-9da3-6c331301da71,2023-12-14,No Ads,Annual,South,149.99,PayPal
104dc00d-6895-4817-8dbb-b7e808d61582,52faa064-cc2a-432f-bf46-262f85d592df,2023-12-31,Basic,Monthly,Midwest,14.99,Credit Card
8c2c2562-41c2-4262-bf38-d8619c3f913e,f33627b7-e322-4be9-886c-691e47d36a11,2022-12-31,No Ads,Annual,Northeast,149.99,Credit Card
d9821f5d-e408-4953-94d7-3f9fd687f206,cfdeaa00-c5d8-4486-af4f-23548f835311,2022-03-23,Basic,Annual,South,79.99,PayPal
1e9a26c1-ef69-455f-a6a9-e8feb39a20d1,bdc542cf-ed75-43e7-ad09-0e165a7f098e,2023-02-07,Live TV,Monthly,West,14.99,Credit Card
cd3c5cc6-5486-4e91-ba00-2e01d435911c,4d2e6a5a-10a4-42f0-9448-0b0f6193b759,2023-09-28,No Ads,Annual,Northeast,149.99,PayPal
b74693e3-a78c-47f6-898d-0154f74b5509,7912d72e-b4f3-4f33-8289-2db3a208835b,2022-04-16,No Ads,Monthly,West,76.99,Bank Transfer
87af45d0-9d76-49de-8378-c11a03ea739d,6698fe7c-4bec-4e1d-b02d-490fd1d8fd4f,2022-09-15,Basic,Annual,South,79.99,PayPal
e8e32940-a78e-4f48-a264-b107a466c832,08b33269-97e0-4b76-8443-a0f83278b676,2023-03-07,Basic,Annual,West,79.99,Bank Transfer
f703e7bc-06e4-4cfc-a958-47a24e80baa8,00c5c383-2faf-4a0f-b98f-c76948001797,2022-10-17,Live TV,Monthly,Northeast,76.99,Bank Transfer
8b7324f2-336d-41b8-851e-6ea4c46a920f,ef6d5e4d-0e39-44b8-948f-9b38b2a5aab1,2023-09-03,No Ads,Annual,South,149.99,PayPal
3c8faab2-6ea2-4251-8738-99b01965b69e,121f5610-a892-4e92-ae40-577cb1f11a96,2022-01-02,No Ads,Annual,Midwest,79.99,Credit Card
88cda150-03ab-44cd-a36d-bcf42011cb32,8687e221-79fa-4f59-b30f-a03119db93f1,2023-04-20,No Ads,Monthly,Northeast,76.99,Bank Transfer
e3756d5b-e53b-48b1-9c8e-9b697c1d092c,cf475d1b-107a-4a87-acdf-39ef601119db,2023-05-02,No Ads,Annual,West,149.99,Credit Card
380e7ae5-0efa-4f63-b94d-5c949ece97b1,1594e665-b998-4ce5-8d57-a284e2a3e72b,2023-04-14,No Ads,Annual,Midwest,149.99,PayPal
d09cd19c-a69e-4fcf-b793-0aecddf69df9,9d4d3d56-d47b-463b-8976-be59ff92c681,2022-05-03,Live TV,Monthly,West,76.99,Bank Transfer
c9b20561-2eda-44f3-b1a7-2a7c3475415c,c0f5e39a-3dde-4e88-a2ad-39ac55b47c41,2023-12-06,No Ads,Annual,Midwest,149.99,PayPal
13070880-c95e-4f23-922e-1bad4507fdaf,6098f77e-2d58-454c-8a2e-4496f147be36,2023-08-20,No Ads,Annual,West,149.99,PayPal
b2cf0b26-32cd-4cad-ba41-6304553c8426,e3d23347-d2d9-48b1-8087-ab985f80f84e,2022-11-06,No Ads,Annual,West,149.99,Credit Card
da159d52-f70d-431c-a90a-2ef9cea92005,9586b304-befd-4818-ac6d-13749c7ffb9e,2022-05-13,Basic,Annual,Northeast,149.99,Credit Card
a69fe62a-6e77-4c84-80cf-58c9d3a6b00c,1bb93df1-6782-4362-9be6-4f053e4b8ae2,2022-04-20,Basic,Annual,South,79.99,Bank Transfer
afe10a1f-7781-4a81-9058-e493822e6b19,1d9371a8-7b5c-4459-8c91-87292106227f,2022-03-02,No Ads,Annual,Northeast,149.99,Credit Card
7aa98c02-4793-4860-97d3-3fa199d727ef,d8ac14b1-bf01-416f-8802-0a692174b984,2022-09-21,Live TV,Monthly,Northeast,76.99,Bank Transfer
0a811ce7-d7e2-414f-a388-b6213d05a245,60a930ab-6d39-4b93-b035-ed944d0d970e,2022-05-23,No Ads,Monthly,Midwest,76.99,Bank Transfer
2fd42736-f935-45a8-a8fd-c07c75c3ea20,1d56b40b-23aa-42d5-9dd9-82fffa47e0ce,2022-02-13,No Ads,Annual,Northeast,79.99,PayPal
688da873-2d69-42df-aac7-06783e1f1a0f,5b167063-a12f-427e-b3ce-ae754bfe888c,2022-11-05,No Ads,Annual,West,149.99,PayPal
e98dff69-480a-4332-892f-541166c9a558,2e396ec1-bf24-45cc-890b-e6dcd572b6bc,2023-03-20,No Ads,Annual,South,149.99,PayPal
f30f9d86-e479-4ba5-ba28-d8488e16fe82,51a6a9ba-3902-4b19-87c8-0fd7dee34e7b,2022-11-08,Basic,Annual,South,79.99,Credit Card
5455cb8c-4f88-4b3a-a07e-fb3b32c75660,99026fb7-1c23-4cb0-b0b4-98280d46389f,2022-09-16,Basic,Annual,Midwest,79.99,PayPal
4cb4bbba-4ecf-416b-9deb-79cc6520daad,3f779285-258f-421e-b75e-a3ff606e963d,2023-12-08,Basic,Monthly,Northeast,76.99,Credit Card
76c97f6e-cf8a-458c-8034-b1ae14a7c016,1fbaa790-852c-4dd8-b849-a72e1a8473ac,2022-08-19,No Ads,Annual,South,149.99,Bank Transfer
0d858739-7ce1-4b89-a754-9d41078dd340,b84dcdc6-43f0-44f3-a750-8136e2be4825,2022-12-28,Live TV,Annual,West,149.99,Bank Transfer
2a25c0db-7152-4b7a-a9fc-1af4f3aac71e,2d5aeca3-620b-4f18-9cb2-587f7edfb652,2022-04-23,No Ads,Annual,South,149.99,PayPal
02f94ea0-01d1-45f6-a579-87f2bfd418d9,d1e3eaa8-0f35-4867-8a4d-3a50ef0413b3,2022-06-24,No Ads,Annual,Northeast,149.99,Bank Transfer
f2fafcfe-b0a6-4997-a508-2bafed41d908,f0f8da27-2ed4-41fc-9c3b-3768dd20c633,2023-08-05,Live TV,Annual,South,79.99,Credit Card
8f10ba21-9e39-4f3a-893e-5aa812330939,2ade3d9b-5356-4963-8a97-fa690e2d3fb6,2022-03-10,Live TV,Annual,Northeast,149.99,Credit Card
2fc3f6ec-9610-4354-826e-0c3d25a79232,78a3996d-99b4-4bc3-b721-d2af272c1d70,2023-08-13,Live TV,Monthly,Northeast,76.99,Bank Transfer
696ff998-b8e4-42bf-bcbd-5a6fdae20515,390999a2-f765-47e2-9f4a-52787f052571,2022-10-06,Live TV,Monthly,Midwest,76.99,Bank Transfer
f87fb1c8-5d7f-43fc-8d6d-7e8688994edd,83cab1c3-f752-45dc-8c33-00e2dc4f2c1f,2022-08-24,No Ads,Annual,West,149.99,Credit Card
61e1dd06-7599-4523-b6f9-05c517ade9fa,01753389-0355-4281-961b-409779e68e2f,2022-10-04,Live TV,Annual,West,149.99,Bank Transfer
e6c873f3-dd1c-4e4b-b85e-27155e34e934,8b238ef5-904f-4eba-a4bf-230bae84b33e,2023-07-30,No Ads,Annual,South,79.99,PayPal
0866451c-ef14-414a-8610-1c01a3edc518,d4e32ff5-5c13-48cf-a433-f343c9818076,2022-11-02,No Ads,Monthly,Northeast,14.99,Credit Card
b5257017-2ba1-43d6-8741-8eda94c9b1be,d787d6e7-bc43-4543-aeaf-bb6b1448694b,2022-02-05,Live TV,Annual,South,149.99,Bank Transfer
d9c399d0-095e-4920-9dc3-ff6061c0aa77,f0c1263c-4f12-4818-a621-5d10a39f9166,2023-11-17,No Ads,Annual,West,149.99,Bank Transfer
6814b03d-c6fd-4455-bb13-0d289d2a360d,ef5491a4-aad1-4307-af19-7c561d765b45,2023-06-13,No Ads,Annual,Midwest,149.99,Bank Transfer
bf828d18-5abb-4060-8801-bd8298ee856b,e5d40fe7-8c26-4325-873c-2ff8cb7d9bc0,2022-09-24,No Ads,Annual,South,149.99,Credit Card
300b6495-7431-4ed7-adc9-22c1b4fdc103,af6ae23e-b714-48dc-a512-fb59479af515,2023-12-23,Basic,Annual,West,79.99,Bank Transfer
b1ca7ea2-7936-480e-b872-2526f23681b0,d609865a-5fe2-408b-a596-7db9cd3de5ed,2022-02-28,No Ads,Annual,Northeast,149.99,PayPal
869ad70a-7af7-44b4-9777-79b22385c823,295cfcbe-610c-4658-9366-94713d0b9e2d,2023-06-25,Basic,Annual,Midwest,149.99,Credit Card
84129b7a-6304-4b30-a5f7-ee7ec8863271,94881798-ec0b-49b5-8657-31656c152753,2022-07-24,Live TV,Monthly,South,14.99,Credit Card
cc185af2-fbb2-4fd3-b9eb-c9595175c115,1331ef49-b61b-4821-b4b5-8f8c5a2cdc27,2023-08-25,No Ads,Monthly,Northeast,14.99,PayPal
9d70a713-cf49-4a53-a8c6-cba23b0e4785,4be8c4e8-4eca-405c-9c20-92c086def030,2023-03-23,No Ads,Annual,South,79.99,Credit Card
984f2fb6-9dab-4d53-8921-56b0f51b21f2,72100514-6bf8-40b9-82a4-d81f2a7e2556,2022-07-31,No Ads,Annual,Midwest,149.99,Bank Transfer
f1a04696-e21a-4064-a48c-87482d7b2a02,956a3806-4d0f-4a15-8586-e0d25727666c,2023-10-22,No Ads,Annual,Northeast,149.99,PayPal
b7e36c83-e7f2-4eee-acf8-480f06454506,50aee51c-3f97-42bb-b005-fc486b6df6bc,2022-10-06,No Ads,Annual,Northeast,149.99,Bank Transfer
6f6acd4a-8f30-4fe0-94a4-e349de17c8b6,e7735665-a0d6-4392-ac83-ec08c0b92b9a,2022-05-31,No Ads,Annual,West,149.99,Bank Transfer
e6c3e492-549e-4aed-89b6-5f59903095eb,619a7df0-108c-4f0f-9766-80a2182515fe,2022-03-31,No Ads,Monthly,South,76.99,PayPal
ae23679b-2c55-4c47-8a43-0a0fbfa764c8,a3b645f8-ec03-4203-8db2-b29495358cd1,2023-07-16,No Ads,Monthly,West,14.99,Bank Transfer
dc3e42e9-392d-4153-9dab-1048fc6a888e,834e7414-1eb3-4e5b-9c69-88da4e6684fb,2022-03-02,Basic,Annual,Northeast,79.99,Bank Transfer
c2fa1b4d-ba9c-4626-a923-407b1e314e69,7fe84447-f175-46ff-9da3-fa7093a907dc,2022-12-03,No Ads,Annual,West,149.99,Credit Card
6edc86f4-6670-4924-97a2-4448ca71d9e4,95680a46-92a8-4c2b-9b17-7067b02970cf,2023-12-13,No Ads,Annual,Northeast,149.99,Credit Card
ed7a2cf2-4301-4873-8bb5-d0cb0449bdea,a8f4a0a2-57a5-4f5b-9e5d-1ad281cc77cc,2022-05-26,No Ads,Annual,Northeast,79.99,Credit Card
e6fd96cf-8ef0-4055-b39e-39f4a761629e,95d95fea-5bf5-4ece-866c-dfdd97924601,2022-12-18,No Ads,Annual,South,149.99,PayPal
c6fe1292-159b-4954-b2c2-7b67fedfc2b0,efddd8fc-cd56-4e12-9cd4-dbf881e00bee,2022-01-16,Live TV,Monthly,Midwest,14.99,Credit Card
a319bc1d-16aa-42d8-8f28-e4769c4e4839,3b0912ad-0667-4af2-9a9a-c65d01118c7e,2023-03-25,Live TV,Monthly,West,14.99,Credit Card
335e4b8b-36af-49a4-b9d1-7ccc222bb872,69e11ef4-b979-43bc-a9c9-ea532b3b9716,2022-06-01,Live TV,Monthly,West,76.99,Credit Card
aded51c7-b177-4798-9222-8a530f22ce9b,b2266ce4-5ba3-479c-999e-b773d24fdea0,2022-01-07,No Ads,Annual,Northeast,79.99,PayPal
bbe3aea3-9bb9-434e-a8de-019e841d0132,46629014-d00a-4eee-87ee-5f6c6b335a06,2023-06-18,No Ads,Annual,Northeast,149.99,Bank Transfer
a3ef64b9-ce54-42eb-85e8-c1124d938451,3999e177-9a06-4f42-882c-dc29a41c1d11,2023-04-27,Basic,Annual,South,79.99,Credit Card
df9528c3-c58e-43b2-99b9-962c77338cc7,5bc80a04-89a3-4b22-87a7-8bae1ba15e9d,2022-12-15,Live TV,Annual,South,79.99,Credit Card
6368d6cc-af7c-4419-b102-a8fa2a62539f,e385995f-aff5-4f63-923d-ed01286c527f,2022-05-03,Live TV,Annual,South,79.99,PayPal
3f33bf8d-93e7-45a8-84bf-5546b7abf2f2,a5769ea5-7e93-40b6-918d-a4cf368a422d,2022-12-31,No Ads,Annual,South,149.99,PayPal
8f8768a4-2bf3-4f0a-b4c9-857f9f996f05,a1ee0b60-fbf5-4aaf-a8fa-2ced71717d1a,2023-12-20,No Ads,Annual,West,149.99,PayPal
cc6b7545-13d5-4314-b3c3-9da08e09b698,9816164d-fcea-44bb-aec8-2c4f4f1e17f7,2023-03-28,Basic,Annual,Northeast,149.99,Credit Card
20737a39-5277-4783-99e1-285d886bfc41,f1936978-d10f-4ec2-b8da-632cbcc7dc12,2022-02-15,Basic,Monthly,Northeast,14.99,Credit Card
03693633-fc11-4f1c-b2ae-d7c237027867,c9478e5d-f3e4-4227-b8f2-dd36e52fd286,2022-03-05,Basic,Annual,Midwest,79.99,Credit Card
0e87984c-dfe0-4602-9dc2-3f705eba3f82,3a880bc5-48dd-4523-99ac-ad9ce6ce5585,2023-02-20,Live TV,Monthly,Northeast,14.99,Bank Transfer
aee82d36-e5d1-41ca-918c-6c548817225d,69d867a3-2ba1-4b4e-88de-cf34c0ef5558,2022-07-15,Live TV,Monthly,Midwest,76.99,Credit Card
7b12db58-c936-45ae-b50f-bcc8fc26e19f,de86dd7d-cda5-45cc-99d9-7ebce61914d9,2022-07-18,No Ads,Annual,Midwest,149.99,PayPal
cc7e5ee5-6f7a-40d5-9e3e-c04ecbe58c9c,a822f3e3-2690-4c93-87bd-0a9f31199560,2022-05-05,Live TV,Monthly,Midwest,76.99,Credit Card
7e87b3b3-6004-484f-a9af-161c807cb3fc,f308b50d-592c-4834-b4d2-4a306dccc0d0,2022-10-19,Live TV,Monthly,Northeast,76.99,Credit Card
90153083-7693-42f1-a171-9b734e924632,f64267f3-c58b-4704-9b63-d442626ddab1,2023-03-29,Basic,Monthly,South,76.99,Bank Transfer
109450d0-4230-4173-9f55-cba32d19047b,ef6aa08b-41de-4e40-bf72-f5a29c0dc245,2023-01-21,No Ads,Annual,South,149.99,Bank Transfer
31134770-a951-4895-9e96-7d9199008e2a,1bfe4713-a0ee-44c8-9b94-e20de8d8247d,2023-10-31,No Ads,Annual,South,149.99,Credit Card
05775265-063a-4b8b-b393-b7424881c265,d6705b04-af95-44b8-a612-be85b97f824d,2022-06-20,No Ads,Monthly,South,76.99,Credit Card
e06312b7-948b-4caf-8d74-a98f6acbd0d3,c6006ac6-8899-488e-8735-fbdf7b452d7c,2023-01-04,No Ads,Annual,Northeast,79.99,Credit Card
3efd788e-ec81-4962-9d9e-c32bcd87cc6a,416d922b-b4c6-4a13-a876-68de67d6b5b9,2023-09-01,Basic,Annual,West,79.99,Bank Transfer
8b108c06-4857-4888-86e6-a0cd8fc6ea86,6e647c4f-bf63-41e3-aa82-caf65c2511bd,2023-08-24,No Ads,Annual,Northeast,149.99,PayPal
06678037-0339-46f2-ae3d-f12fd3936b28,21517693-81d3-4246-bef3-20f9c414f296,2022-10-23,No Ads,Annual,Northeast,149.99,Credit Card
e65e5340-1bfb-4052-8fe8-0598bdd2d37a,86ed9570-1b6a-40ea-bdd4-3879ce602386,2022-05-22,No Ads,Annual,Midwest,149.99,PayPal
49064fd1-f0cb-4f43-a146-24d0b8f7d74c,fb1fe37e-4a68-47bc-95a2-a82efb1890f9,2023-07-25,Basic,Annual,South,79.99,PayPal
8439f144-b299-49e0-8605-7ecf086fd76e,58c5239f-c16b-4820-8b8b-6468379dcfce,2022-10-17,Live TV,Annual,Midwest,149.99,Bank Transfer
53ec525d-2549-4813-83b3-075db8a980d3,598f7249-e0d1-4908-99d3-c8a76c684f2b,2022-10-17,No Ads,Annual,South,149.99,Bank Transfer
7c0a074b-4a84-4af1-9585-e9cd4b35e5fa,8ae14651-cee7-4236-89e7-b305739a962a,2023-08-01,No Ads,Annual,Northeast,149.99,PayPal
1e6aba61-e845-45ad-bea2-6cf75fb26576,770fb568-8454-44e6-813d-08c2278701fd,2023-04-04,Basic,Monthly,West,7.99,Bank Transfer
087eb023-bb09-4109-b5b0-88040cec0db7,f92ba5ab-5b1a-46d2-9f58-91279b95b174,2022-05-06,No Ads,Annual,Northeast,79.99,PayPal
aa4480ff-7bff-4b4a-942f-b030f0fb74c6,9a0a8357-5a14-4e1c-bb86-ff89e05cf614,2023-07-07,Live TV,Monthly,Midwest,76.99,PayPal
90e1920f-c512-4af6-be9e-8f685ebca859,566a085e-a155-46fb-9440-fde1deb63761,2022-03-26,No Ads,Monthly,West,7.99,PayPal
86e56cc8-a549-40c3-b9c3-7173d5ae40b7,dd929d24-7982-4ba7-8570-6eb612add48e,2022-12-30,Basic,Annual,South,79.99,PayPal
d5a22008-a026-448c-b2ff-d72bd46a7301,6f51f2ae-a845-4b4b-a047-15c9a5bc9bc3,2023-02-11,No Ads,Annual,South,149.99,Bank Transfer
3f5e0f23-a4a1-4125-a552-d7555ad83c2d,96f45319-8e7b-4339-a5a2-c97c2175389f,2023-02-21,No Ads,Annual,South,149.99,Bank Transfer
5d20cb93-c0bb-4a5d-95b1-61aef73a8494,f8677b3e-c294-4c24-b943-b95ae77d170b,2022-03-10,No Ads,Monthly,West,76.99,PayPal
ff0fcfb9-eb58-4761-bc5b-6409764c9ec8,f101cfe0-d6cc-4a46-8f8f-e3c857b2e266,2023-11-29,No Ads,Annual,South,149.99,Bank Transfer
347efd5b-35fa-4168-be13-2ecf15bf4350,5ae55620-bef2-4e55-ba74-27cf78bca445,2022-01-17,Live TV,Annual,South,149.99,PayPal
73d2e875-995f-4520-b151-b765c51aa163,80e760b1-2c15-4542-81f5-dddeef41710a,2022-01-04,Basic,Annual,Northeast,79.99,Credit Card
44df9f9c-ca61-46cd-8373-828cbbd74d74,02d47866-78a5-4b4b-94f5-c6f4211f6249,2022-07-28,No Ads,Annual,West,149.99,Credit Card
3f961b6b-d1f8-4c2a-8b90-c03be7e2dfbd,b4492a47-afe0-4c0b-ac68-02eabe343e49,2023-08-19,Live TV,Annual,West,79.99,Bank Transfer
8da7ba08-7c30-4ee0-8de1-91b98ea8ae45,52e7a311-10a9-4fcc-94e7-803de5a7be43,2022-01-22,No Ads,Annual,Northeast,79.99,Credit Card
8afb50bd-c048-46a7-b6ab-8826b2a37214,b268dcdc-3603-4515-94fd-50927f340007,2022-05-29,Live TV,Monthly,South,76.99,Bank Transfer
8b80ee19-a60a-4306-a770-5cdb3f0828de,59fa7233-a2c7-4095-8c3e-ba1a090411ef,2022-06-24,No Ads,Monthly,Northeast,76.99,PayPal
0911f6e7-34d0-467c-8849-b7c3ff89a906,7c327e99-1368-4e62-a560-21ac0aea8e7f,2023-12-01,Basic,Annual,Northeast,79.99,Credit Card
deb12119-d1f5-4bf4-8aa2-6883b729a937,291694bb-28fc-48a9-aaa6-51e34de4b0f7,2023-11-20,No Ads,Monthly,Northeast,76.99,Bank Transfer
eca15567-0e78-4598-9855-4d924536d3d4,e1ad8a78-58f2-45f4-b354-7655850d197a,2023-10-20,No Ads,Annual,South,149.99,Credit Card
028b66d1-8059-45e4-94ed-aa1d276281eb,b66c776f-a0c5-4fe6-bfed-7b97d230f469,2023-07-27,Basic,Monthly,South,7.99,Credit Card
cbd06cb9-0d5d-47e4-ada2-4192a17b71de,06fc0115-b3dc-45fa-9d0e-f52e895e250b,2022-08-07,No Ads,Monthly,Northeast,14.99,Credit Card
0ca6f5ee-46f8-4fbf-b612-078fadfbc947,0d9070e7-0aa7-4b22-9de9-d55c48ed0350,2023-01-02,No Ads,Annual,Northeast,149.99,Credit Card
2444fb11-87ef-4c57-b8ac-26128660fb5d,bb0149d6-3d5e-45f1-99e0-d6562950d180,2022-07-28,No Ads,Annual,Northeast,149.99,PayPal
36f83f7b-8fa6-4308-abca-8b8a6d5f979a,4504bd78-ed98-4f23-b5f5-69095d0236be,2023-04-27,No Ads,Annual,South,149.99,Bank Transfer
ea8609f0-648e-4946-8dd8-3ae9d14235b6,90730931-6d4b-4d5d-bb99-46b446bd78ac,2022-08-02,Basic,Annual,Northeast,79.99,PayPal
c5c6cfc7-8f94-45e1-8202-168b6966e4de,bd7d896f-fb58-45a1-bd32-3e9bda5b62ac,2023-12-26,Basic,Annual,West,79.99,PayPal
ab12910f-0d6e-4df6-86cb-0fb64b481898,7f8fc789-29e5-49cd-95e5-ac01be2fff2c,2023-01-26,No Ads,Monthly,Northeast,76.99,PayPal
1babc722-6ae5-4bae-b47b-e9cba78ca0a7,38b8da19-66f9-411c-93bf-2c56ca7da019,2022-05-29,No Ads,Annual,Midwest,149.99,PayPal
143cea16-f4de-4020-96ab-b6e115a1fc42,6b58f41d-dee2-4fb9-9956-b1434e1ef13f,2023-06-07,No Ads,Annual,South,149.99,PayPal
bf8d736d-f8d3-4b3d-9b21-089a1c474adc,fe330484-3e30-4829-985c-cdf03623c962,2023-12-08,Live TV,Annual,Northeast,149.99,PayPal
c016ebf9-762e-4642-90c6-ddf7f16ab769,9e6b6043-2c8b-4098-a906-b4df6eb96bea,2023-04-09,Live TV,Monthly,West,7.99,Bank Transfer
27257b94-7d33-41ae-a236-2ce7ab606d39,f04f8079-458c-4df8-ab80-cac262b2fa80,2022-10-26,No Ads,Annual,Midwest,149.99,Credit Card
8c5d4817-5881-4a0b-9554-48caca138782,89cf0baf-a75b-4cd3-bdea-dcfc1d8a86f4,2023-12-30,No Ads,Monthly,Northeast,76.99,PayPal
c98c58ea-24cb-4903-bc6e-8a02a1bc8e3e,56c7a1be-1ccb-4a2d-9899-50886f55cf50,2023-02-22,No Ads,Annual,Northeast,79.99,PayPal
a471793b-31f9-42b9-a409-8f9a8a67d829,65c52bb2-1c86-4394-963f-463c3b451652,2022-10-14,Live TV,Monthly,Northeast,14.99,PayPal
5400d771-1816-4fef-bda8-f441c813f620,add03acc-8535-4868-910b-208bf32d90e0,2022-05-19,Basic,Annual,West,149.99,PayPal
a052b825-b66d-4d29-8011-52e4552b3042,634b4323-3465-47a9-88c5-d8e45410a4a1,2023-12-29,No Ads,Monthly,Midwest,14.99,Credit Card
ef1b41ac-8b29-423e-94c1-020c289074b1,245becef-9485-4a6b-b818-deec0e450925,2023-08-03,No Ads,Monthly,South,7.99,Credit Card
a224ca11-3989-4fd7-8b84-668d1c01c3a4,6fe45630-8153-423c-865c-c0a47b3cbace,2023-04-14,No Ads,Annual,South,149.99,Bank Transfer
c41655e8-8f7c-4eb5-8ba5-64898756d134,c1cdab18-40c6-4f37-98aa-491381e8baef,2022-10-01,No Ads,Annual,West,79.99,Bank Transfer
c11b2f44-a8e7-4bb8-a41b-fa181438cddb,3664e819-ac05-4b94-9898-dddc20ac772a,2023-04-04,No Ads,Annual,South,149.99,Credit Card
5db2f9b7-e667-490d-ba86-70a2546cddba,a303cea3-734d-4df2-80a4-f57421656ef1,2023-10-18,Live TV,Monthly,Midwest,76.99,PayPal
60c462bc-23f7-4324-87d8-72b08782b56d,45823530-0e2d-4a20-a649-17ec707f8ba2,2023-11-14,No Ads,Annual,Northeast,149.99,Bank Transfer
a0f83974-479b-4105-8c45-c35a15ffa883,0bf3555d-5e5b-498f-8eec-d8983cdc06a1,2022-05-19,No Ads,Annual,South,79.99,PayPal
5dfdaa2a-d224-447d-bfc5-3e824346f18f,5a526bae-0ad9-4c09-91c3-40f61ce653c5,2022-03-05,Live TV,Monthly,South,14.99,Credit Card
